t,baro_alt,ax,ay,az,gx,gy,gz,altTemp,lat,lon,gps_alt,gps_fix,rssi,snr
3092.28,5.223167200000262,-9.849,0.407,0.345,0.004,-0.013,0.005,42.75,35.3479052,-117.8094267,622.824,3,,
3093.267,6.076185599999917,-9.844,0.397,0.33,0.004,-0.013,0.005,42.77,35.3479055,-117.8094254,622.664,3,,
3094.252,7.815030799999931,-9.849,0.392,0.316,0.007,-0.013,0.005,42.72,35.3479057,-117.8094241,622.554,3,,
3095.242,6.962012399999821,-9.835,0.402,0.206,0.005,-0.012,0.006,42.68,35.3479062,-117.8094231,622.413,3,,
3096.227,7.519755199999963,-9.849,0.426,0.273,0.006,-0.013,0.006,42.66,35.3479063,-117.8094224,622.299,3,,
3097.214,6.666736799999853,-9.854,0.421,0.335,0.006,-0.012,0.005,42.71,35.3479064,-117.8094214,622.287,3,,
3098.198,7.257288000000244,-9.849,0.431,0.316,0.005,-0.012,0.005,42.74,35.3479068,-117.8094202,622.17,3,,
3099.183,6.371461199999885,-9.844,0.407,0.383,0.005,-0.012,0.005,42.8,35.3479072,-117.8094191,622.176,3,,
3100.269,6.962012399999821,-9.854,0.421,0.345,0.004,-0.013,0.005,42.85,35.3479076,-117.8094183,622.191,3,,
3101.255,6.371461199999885,-9.858,0.421,0.335,0.009,-0.012,0.006,42.89,35.3479081,-117.8094174,622.115,3,,
3102.244,6.666736799999853,-9.844,0.407,0.368,0.005,-0.012,0.005,42.9,35.3479085,-117.8094167,622.027,3,,
3103.228,6.666736799999853,-9.849,0.44,0.325,0.007,-0.013,0.005,42.93,35.3479089,-117.8094161,621.963,3,,
3104.214,6.666736799999853,-9.854,0.397,0.349,0.004,-0.012,0.005,42.97,35.3479093,-117.809416,621.919,3,,
3105.303,5.223167200000262,-9.844,0.392,0.297,0.005,-0.013,0.006,42.99,35.347909,-117.8094163,622.041,3,,
3106.188,6.962012399999821,-9.858,0.412,0.292,0.009,-0.012,0.006,42.98,35.347909,-117.809416,622.148,3,,
3107.276,6.666736799999853,-9.849,0.407,0.325,0.006,-0.013,0.005,42.94,35.347909,-117.8094156,622.211,3,,
3108.262,6.666736799999853,-9.844,0.416,0.273,0.002,-0.013,0.005,42.98,35.347909,-117.8094153,622.321,3,,
3109.253,6.076185599999917,-9.839,0.397,0.201,0.006,-0.013,0.005,43.0,35.3479091,-117.8094148,622.422,3,,
3110.238,5.518442799999775,-9.835,0.392,0.187,0.005,-0.012,0.005,42.96,35.3479091,-117.8094145,622.549,3,,
3111.225,5.780909999999949,-9.844,0.407,0.249,0.006,-0.013,0.005,42.94,35.3479089,-117.8094143,622.693,3,,
3112.211,6.962012399999821,-9.854,0.421,0.263,0.006,-0.012,0.004,42.96,35.3479088,-117.8094141,622.721,3,,
3113.197,7.519755199999963,-9.854,0.407,0.316,0.005,-0.012,0.005,43.01,35.3479088,-117.8094138,622.81,3,,
3114.283,6.666736799999853,-9.854,0.412,0.316,0.006,-0.013,0.005,43.01,35.3479088,-117.8094137,622.927,3,,
3115.268,7.257288000000244,-9.854,0.412,0.325,0.006,-0.012,0.005,43.04,35.3479087,-117.8094138,623.045,3,,
3116.252,5.780909999999949,-9.839,0.407,0.325,0.007,-0.013,0.006,43.06,35.347909,-117.8094135,623.062,3,,
3117.237,6.076185599999917,-9.844,0.426,0.321,0.006,-0.012,0.005,43.08,35.3479088,-117.8094132,623.219,3,,
3118.224,5.780909999999949,-9.854,0.416,0.33,0.007,-0.012,0.006,43.11,35.347909,-117.8094127,623.317,3,,
3119.21,6.076185599999917,-9.849,0.407,0.335,0.004,-0.013,0.005,43.13,35.3479088,-117.8094127,623.499,3,,
3120.193,7.257288000000244,-9.849,0.412,0.349,0.007,-0.013,0.005,43.16,35.347909,-117.8094124,623.571,3,,
3121.28,6.962012399999821,-9.839,0.412,0.316,0.005,-0.013,0.005,43.18,35.3479093,-117.8094122,623.666,3,,
3122.266,6.371461199999885,-9.858,0.416,0.34,0.007,-0.015,0.005,43.2,35.3479092,-117.8094124,623.808,3,,
3123.251,7.519755199999963,-9.844,0.421,0.368,0.005,-0.013,0.005,43.22,35.3479091,-117.8094129,623.974,3,,
3124.238,6.962012399999821,-9.854,0.407,0.359,0.006,-0.012,0.006,43.24,35.3479089,-117.8094135,624.154,3,,
3125.225,8.1103063999999,-9.854,0.431,0.354,0.004,-0.012,0.005,43.25,35.3479087,-117.8094141,624.364,3,,
3126.212,8.1103063999999,-9.849,0.412,0.349,0.005,-0.015,0.005,43.25,35.3479088,-117.8094145,624.634,3,,
3127.204,6.076185599999917,-9.849,0.426,0.349,0.007,-0.013,0.005,43.28,35.3479089,-117.8094149,624.809,3,,
3128.293,7.519755199999963,-9.849,0.421,0.325,0.004,-0.013,0.004,43.32,35.3479089,-117.8094155,624.941,3,,
3129.279,9.291408800000227,-9.863,0.397,0.368,0.01,-0.013,0.006,43.33,35.3479087,-117.809416,625.076,3,,
3130.269,7.519755199999963,-9.849,0.407,0.368,0.004,-0.013,0.005,43.34,35.3479087,-117.8094162,625.18,3,,
3131.255,6.962012399999821,-9.863,0.416,0.325,0.004,-0.013,0.006,43.35,35.3479088,-117.8094162,625.293,3,,
3132.243,7.815030799999931,-9.849,0.455,0.373,0.007,-0.013,0.006,43.33,35.3479088,-117.8094164,625.421,3,,
3133.228,8.1103063999999,-9.863,0.373,0.311,0.009,-0.012,0.005,43.34,35.3479088,-117.8094165,625.546,3,,
3134.216,8.405581999999868,-9.858,0.359,0.359,0.006,-0.012,0.004,43.36,35.3479087,-117.8094167,625.686,3,,
3135.306,8.996133200000259,-9.854,0.397,0.368,0.0,-0.013,0.005,43.35,35.3479085,-117.8094172,625.789,3,,
3136.198,7.519755199999963,-9.849,0.397,0.364,0.004,-0.012,0.005,43.33,35.3479085,-117.8094177,625.892,3,,
3137.289,8.405581999999868,-9.849,0.435,0.368,0.002,-0.013,0.005,43.35,35.3479084,-117.8094184,625.999,3,,
3138.274,7.519755199999963,-9.849,0.412,0.364,0.012,-0.013,0.005,43.37,35.3479083,-117.8094194,626.079,3,,
3139.261,7.815030799999931,-9.849,0.421,0.33,0.007,-0.011,0.005,43.38,35.3479081,-117.8094199,626.138,3,,
3140.257,7.815030799999931,-9.849,0.416,0.392,0.007,-0.012,0.005,43.39,35.3479081,-117.8094202,626.253,3,,
3141.243,6.962012399999821,-9.854,0.378,0.364,0.004,-0.013,0.006,43.38,35.3479082,-117.8094203,626.302,3,,
3142.231,7.519755199999963,-9.849,0.45,0.373,0.005,-0.013,0.005,43.4,35.3479083,-117.8094204,626.413,3,,
3143.214,6.666736799999853,-9.854,0.435,0.301,0.012,-0.013,0.005,43.4,35.3479084,-117.8094204,626.533,3,,
3144.2,8.996133200000259,-9.854,0.412,0.383,0.004,-0.013,0.006,43.4,35.3479086,-117.8094201,626.679,3,,
3145.19,8.1103063999999,-9.858,0.431,0.378,0.01,-0.013,0.005,43.39,35.347909,-117.8094195,626.765,3,,
3146.279,6.076185599999917,-9.863,0.378,0.349,0.01,-0.012,0.005,43.38,35.3479094,-117.8094189,626.816,3,,
3147.265,6.666736799999853,-9.849,0.421,0.34,0.007,-0.013,0.006,43.31,35.3479096,-117.8094189,626.901,3,,
3148.25,6.962012399999821,-9.868,0.373,0.263,0.006,-0.013,0.004,43.29,35.3479097,-117.809419,627.003,3,,
3149.24,5.518442799999775,-9.839,0.378,0.086,0.005,-0.015,0.006,43.26,35.3479102,-117.8094187,627.054,3,,
3150.225,7.815030799999931,-9.849,0.397,0.249,0.006,-0.012,0.005,43.21,35.3479105,-117.8094184,627.109,3,,
3151.208,8.405581999999868,-9.849,0.474,0.297,0.006,-0.012,0.006,43.25,35.3479106,-117.8094185,627.217,3,,
3152.299,7.519755199999963,-9.849,0.431,0.349,0.006,-0.013,0.006,43.33,35.3479104,-117.8094189,627.392,3,,
3153.287,6.962012399999821,-9.854,0.421,0.383,0.004,-0.013,0.005,43.36,35.3479101,-117.8094195,627.559,3,,
3154.27,7.815030799999931,-9.844,0.383,0.325,0.006,-0.013,0.005,43.41,35.3479097,-117.8094202,627.746,3,,
3155.253,8.405581999999868,-9.844,0.45,0.34,0.005,-0.012,0.005,43.4,35.3479094,-117.809421,627.878,3,,
3156.324,7.257288000000244,-9.854,0.469,0.325,0.009,-0.011,0.006,43.45,35.3479093,-117.8094216,627.955,3,,
3157.209,6.666736799999853,-9.854,0.426,0.345,0.009,-0.013,0.005,43.48,35.3479092,-117.8094219,628.055,3,,
3158.194,6.076185599999917,-9.83,0.431,0.124,0.004,-0.013,0.006,43.4,35.3479091,-117.8094224,628.16,3,,
3159.28,6.076185599999917,-9.844,0.397,0.053,0.005,-0.012,0.004,43.25,35.3479091,-117.809423,628.263,3,,
3160.268,7.257288000000244,-9.844,0.368,0.23,0.005,-0.012,0.005,43.24,35.3479089,-117.809424,628.362,3,,
3161.254,7.519755199999963,-9.849,0.412,0.215,0.005,-0.012,0.005,43.28,35.347909,-117.8094243,628.415,3,,
3162.241,7.519755199999963,-9.844,0.421,0.292,0.005,-0.012,0.006,43.31,35.347909,-117.8094248,628.465,3,,
3163.229,6.371461199999885,-9.854,0.421,0.206,0.006,-0.013,0.006,43.32,35.3479091,-117.8094252,628.502,3,,
3164.215,5.780909999999949,-9.854,0.412,0.278,0.005,-0.012,0.005,43.25,35.3479092,-117.8094256,628.535,3,,
3165.306,7.257288000000244,-9.854,0.373,0.278,0.007,-0.013,0.005,43.28,35.3479093,-117.8094257,628.553,3,,
3166.301,6.962012399999821,-9.844,0.407,0.239,0.006,-0.013,0.005,43.31,35.3479094,-117.8094256,628.603,3,,
3167.296,6.371461199999885,-9.849,0.392,0.278,0.005,-0.012,0.006,43.33,35.3479095,-117.8094256,628.649,3,,
3168.182,6.076185599999917,-9.849,0.402,0.316,0.007,-0.012,0.006,43.35,35.3479095,-117.8094255,628.671,3,,
3169.271,6.076185599999917,-9.844,0.416,0.316,0.006,-0.013,0.005,43.36,35.3479095,-117.8094255,628.672,3,,
3170.259,7.257288000000244,-9.844,0.407,0.345,0.006,-0.013,0.006,43.37,35.3479095,-117.8094257,628.724,3,,
3171.243,6.666736799999853,-9.844,0.388,0.167,0.004,-0.012,0.005,43.39,35.3479095,-117.809426,628.726,3,,
3172.228,7.257288000000244,-9.844,0.388,0.254,0.009,-0.012,0.007,43.36,35.3479093,-117.8094264,628.744,3,,
3173.222,5.780909999999949,-9.83,0.421,0.22,0.001,-0.013,0.006,43.36,35.3479092,-117.809427,628.75,3,,
3174.21,5.518442799999775,-9.849,0.412,0.187,0.006,-0.013,0.005,43.31,35.347909,-117.8094278,628.744,3,,
3175.305,7.257288000000244,-9.835,0.397,0.153,0.004,-0.012,0.006,43.29,35.3479089,-117.8094285,628.718,3,,
3176.288,6.666736799999853,-9.854,0.412,0.163,0.001,-0.012,0.006,43.28,35.3479088,-117.8094291,628.706,3,,
3177.275,6.666736799999853,-9.849,0.349,0.206,0.004,-0.012,0.005,43.28,35.3479089,-117.8094293,628.664,3,,
3178.259,6.371461199999885,-9.849,0.34,0.201,0.01,-0.013,0.005,43.27,35.3479089,-117.8094293,628.678,3,,
3179.245,7.815030799999931,-9.849,0.378,0.201,0.002,-0.013,0.006,43.27,35.3479087,-117.8094292,628.671,3,,
3180.229,6.076185599999917,-9.854,0.45,0.201,0.006,-0.012,0.006,43.26,35.3479086,-117.8094289,628.627,3,,
3181.217,5.780909999999949,-9.844,0.392,0.187,0.004,-0.012,0.006,43.22,35.3479087,-117.8094287,628.564,3,,
3182.308,6.076185599999917,-9.854,0.412,0.268,0.006,-0.013,0.005,43.2,35.3479089,-117.8094284,628.548,3,,
3183.193,6.666736799999853,-9.858,0.397,0.258,0.011,-0.012,0.005,43.25,35.347909,-117.8094284,628.514,3,,
3184.283,5.518442799999775,-9.849,0.412,0.306,0.005,-0.013,0.005,43.24,35.347909,-117.8094283,628.519,3,,
3185.269,6.371461199999885,-9.849,0.335,0.053,0.0,-0.013,0.007,43.23,35.347909,-117.8094281,628.508,3,,
3186.261,7.815030799999931,-9.844,0.412,0.225,0.006,-0.013,0.006,43.16,35.347909,-117.8094281,628.48,3,,
3187.245,6.666736799999853,-9.854,0.392,0.144,0.006,-0.012,0.006,43.13,35.347909,-117.8094279,628.445,3,,
3188.231,6.666736799999853,-9.854,0.421,0.278,0.007,-0.012,0.006,43.11,35.347909,-117.8094277,628.392,3,,
3189.222,7.815030799999931,-9.854,0.397,0.34,0.004,-0.013,0.006,43.18,35.3479088,-117.8094275,628.39,3,,
3190.22,7.257288000000244,-9.858,0.407,0.321,0.007,-0.012,0.006,43.22,35.3479089,-117.8094272,628.318,3,,
3191.206,6.666736799999853,-9.854,0.402,0.325,0.005,-0.013,0.006,43.29,35.3479088,-117.809427,628.27,3,,
3192.19,7.519755199999963,-9.849,0.421,0.368,0.004,-0.013,0.006,43.32,35.3479087,-117.8094266,628.245,3,,
3193.278,7.257288000000244,-9.849,0.345,0.364,0.002,-0.012,0.006,43.36,35.3479086,-117.8094263,628.211,3,,
3194.263,6.371461199999885,-9.854,0.421,0.354,0.002,-0.013,0.005,43.38,35.3479086,-117.809426,628.176,3,,
3195.255,6.666736799999853,-9.844,0.388,0.316,0.011,-0.011,0.006,43.39,35.3479088,-117.8094256,628.067,3,,
3196.242,6.371461199999885,-9.844,0.407,0.33,0.004,-0.012,0.005,43.41,35.3479088,-117.8094255,628.003,3,,
3197.23,6.962012399999821,-9.839,0.412,0.292,0.0,-0.013,0.006,43.43,35.3479086,-117.8094256,627.938,3,,
3198.221,6.962012399999821,-9.849,0.388,0.321,0.011,-0.012,0.005,43.39,35.3479085,-117.8094259,627.854,3,,
3199.207,7.257288000000244,-9.849,0.388,0.306,0.011,-0.013,0.006,43.37,35.3479085,-117.8094262,627.77,3,,
3200.193,5.223167200000262,-9.844,0.421,0.23,0.007,-0.015,0.006,43.39,35.3479086,-117.8094266,627.633,3,,
3201.283,7.257288000000244,-9.849,0.392,0.325,0.005,-0.012,0.006,43.42,35.3479085,-117.8094271,627.558,3,,
3202.271,7.815030799999931,-9.854,0.407,0.345,0.001,-0.012,0.006,43.48,35.3479084,-117.8094276,627.477,3,,
3203.259,5.223167200000262,-9.849,0.421,0.359,0.006,-0.013,0.006,43.53,35.3479085,-117.8094278,627.357,3,,
3204.246,7.519755199999963,-9.849,0.402,0.359,0.01,-0.013,0.006,43.55,35.3479086,-117.8094279,627.215,3,,
3205.235,7.519755199999963,-9.854,0.407,0.354,0.004,-0.012,0.006,43.57,35.3479085,-117.809428,627.174,3,,
3206.222,6.666736799999853,-9.854,0.44,0.325,0.006,-0.012,0.005,43.6,35.3479085,-117.809428,627.102,3,,
3207.208,7.257288000000244,-9.844,0.412,0.345,0.006,-0.013,0.005,43.63,35.3479084,-117.8094283,627.02,3,,
3208.195,8.996133200000259,-9.863,0.397,0.354,0.011,-0.015,0.005,43.66,35.3479081,-117.809429,626.935,3,,
3209.287,6.962012399999821,-9.858,0.383,0.368,0.005,-0.013,0.006,43.68,35.3479079,-117.8094299,626.878,3,,
3210.274,7.257288000000244,-9.854,0.421,0.34,0.005,-0.012,0.006,43.7,35.3479078,-117.8094306,626.776,3,,
3211.261,6.962012399999821,-9.854,0.426,0.33,0.009,-0.013,0.006,43.72,35.3479077,-117.8094312,626.679,3,,
3212.25,6.962012399999821,-9.849,0.402,0.364,0.007,-0.012,0.005,43.74,35.3479075,-117.8094316,626.639,3,,
3213.236,7.519755199999963,-9.863,0.44,0.325,0.006,-0.012,0.006,43.76,35.3479073,-117.8094322,626.599,3,,
3214.223,7.257288000000244,-9.858,0.416,0.359,0.006,-0.013,0.005,43.78,35.3479074,-117.8094326,626.488,3,,
3215.208,7.519755199999963,-9.849,0.402,0.345,0.007,-0.013,0.005,43.79,35.3479073,-117.8094329,626.434,3,,
3216.196,6.076185599999917,-9.854,0.416,0.359,0.006,-0.011,0.006,43.81,35.3479071,-117.809433,626.397,3,,
3217.181,7.519755199999963,-9.858,0.421,0.325,0.006,-0.013,0.006,43.84,35.347907,-117.809433,626.33,3,,
3218.269,7.519755199999963,-9.854,0.397,0.325,0.004,-0.012,0.006,43.86,35.3479068,-117.8094332,626.306,3,,
3219.255,6.666736799999853,-9.854,0.431,0.325,0.002,-0.011,0.005,43.88,35.3479068,-117.8094334,626.227,3,,
3220.241,7.257288000000244,-9.854,0.426,0.311,0.007,-0.012,0.005,43.89,35.3479066,-117.8094332,626.151,3,,
3221.227,8.1103063999999,-9.849,0.402,0.306,0.006,-0.013,0.006,43.84,35.3479064,-117.8094333,626.081,3,,
3222.218,7.519755199999963,-9.863,0.397,0.278,0.007,-0.013,0.005,43.82,35.347906,-117.8094331,626.025,3,,
3223.207,6.962012399999821,-9.858,0.407,0.297,0.005,-0.012,0.006,43.83,35.3479056,-117.8094331,625.968,3,,
3224.295,7.815030799999931,-9.858,0.431,0.335,0.006,-0.012,0.006,43.88,35.3479052,-117.8094332,625.954,3,,
3225.281,7.815030799999931,-9.849,0.416,0.335,0.006,-0.012,0.005,43.91,35.3479048,-117.8094332,625.926,3,,
3226.273,8.405581999999868,-9.858,0.402,0.325,0.006,-0.013,0.006,43.92,35.3479042,-117.8094335,625.947,3,,
3227.259,6.371461199999885,-9.858,0.407,0.316,0.006,-0.012,0.004,43.95,35.3479033,-117.8094341,626.018,3,,
3228.246,7.257288000000244,-9.849,0.407,0.33,0.006,-0.013,0.005,43.98,35.3479027,-117.8094344,626.005,3,,
3229.237,7.815030799999931,-9.854,0.402,0.292,0.006,-0.013,0.006,43.99,35.3479023,-117.8094345,625.977,3,,
3230.227,8.405581999999868,-9.854,0.416,0.33,0.007,-0.012,0.006,44.0,35.3479017,-117.8094346,625.971,3,,
3231.213,7.519755199999963,-9.858,0.402,0.321,0.007,-0.013,0.005,44.02,35.3479013,-117.8094346,625.979,3,,
3232.198,7.519755199999963,-9.854,0.402,0.282,0.007,-0.013,0.006,43.98,35.3479006,-117.809435,626.018,3,,
3233.287,7.815030799999931,-9.854,0.421,0.306,0.006,-0.012,0.006,43.95,35.3478998,-117.8094355,626.115,3,,
3234.273,8.700857599999836,-9.858,0.421,0.316,0.006,-0.013,0.006,43.97,35.3478993,-117.8094357,626.107,3,,
3235.258,7.815030799999931,-9.849,0.416,0.263,0.005,-0.013,0.006,44.01,35.3478984,-117.8094361,626.165,3,,
3236.248,6.962012399999821,-9.849,0.402,0.325,0.006,-0.013,0.005,43.99,35.3478975,-117.8094368,626.286,3,,
3237.237,9.291408800000227,-9.863,0.412,0.33,0.007,-0.012,0.006,44.02,35.3478962,-117.8094376,626.465,3,,
3238.223,7.519755199999963,-9.854,0.402,0.364,0.006,-0.013,0.006,44.06,35.3478954,-117.8094379,626.534,3,,
3239.208,6.371461199999885,-9.839,0.431,0.34,0.006,-0.013,0.006,44.09,35.3478945,-117.8094385,626.622,3,,
3240.195,7.815030799999931,-9.849,0.412,0.306,0.006,-0.012,0.005,44.09,35.347894,-117.8094385,626.665,3,,
3241.281,8.1103063999999,-9.849,0.397,0.297,0.005,-0.013,0.005,44.08,35.3478937,-117.8094385,626.665,3,,
3242.268,8.996133200000259,-9.844,0.435,0.335,0.007,-0.013,0.005,44.09,35.3478934,-117.8094384,626.713,3,,
3243.257,7.257288000000244,-9.849,0.421,0.311,0.006,-0.013,0.005,44.12,35.3478933,-117.8094381,626.743,3,,
3244.251,8.700857599999836,-9.839,0.431,0.321,0.006,-0.012,0.007,44.15,35.3478932,-117.809438,626.742,3,,
3245.237,8.405581999999868,-9.854,0.412,0.311,0.006,-0.012,0.004,44.14,35.3478929,-117.8094381,626.803,3,,
3246.223,7.815030799999931,-9.854,0.412,0.34,0.006,-0.012,0.006,44.14,35.3478929,-117.8094381,626.832,3,,
3247.209,7.519755199999963,-9.849,0.412,0.345,0.006,-0.015,0.005,44.17,35.3478926,-117.8094384,626.88,3,,
3248.195,8.996133200000259,-9.849,0.412,0.325,0.005,-0.012,0.006,44.19,35.3478925,-117.8094385,626.872,3,,
3249.281,7.257288000000244,-9.858,0.412,0.345,0.007,-0.013,0.006,44.21,35.3478924,-117.8094384,626.897,3,,
3250.271,7.257288000000244,-9.858,0.416,0.335,0.005,-0.012,0.005,44.24,35.3478922,-117.8094385,626.912,3,,
3251.263,7.519755199999963,-9.858,0.412,0.297,0.006,-0.013,0.006,44.23,35.3478921,-117.8094386,626.951,3,,
3252.248,8.996133200000259,-9.854,0.412,0.301,0.005,-0.012,0.005,44.14,35.347892,-117.8094385,627.025,3,,
3253.233,9.291408800000227,-9.849,0.402,0.282,0.005,-0.015,0.005,44.11,35.347892,-117.8094383,627.115,3,,
3254.221,8.405581999999868,-9.849,0.416,0.249,0.006,-0.013,0.006,44.13,35.3478921,-117.8094382,627.198,3,,
3255.308,8.405581999999868,-9.854,0.421,0.321,0.006,-0.012,0.006,44.16,35.3478922,-117.809438,627.264,3,,
3256.192,8.1103063999999,-9.854,0.412,0.335,0.006,-0.013,0.006,44.21,35.3478922,-117.8094379,627.361,3,,
3257.285,8.1103063999999,-9.849,0.412,0.349,0.005,-0.013,0.006,44.24,35.3478921,-117.8094379,627.455,3,,
3258.274,8.996133200000259,-9.854,0.416,0.349,0.006,-0.013,0.006,44.27,35.3478921,-117.809438,627.529,3,,
3259.262,7.519755199999963,-9.863,0.421,0.345,0.005,-0.013,0.006,44.29,35.347892,-117.8094382,627.596,3,,
3260.247,8.405581999999868,-9.858,0.421,0.349,0.007,-0.013,0.006,44.31,35.347892,-117.8094385,627.689,3,,
3261.235,10.144427200000337,-9.849,0.407,0.345,0.006,-0.013,0.005,44.32,35.347892,-117.8094386,627.789,3,,
3262.235,7.257288000000244,-9.849,0.421,0.349,0.006,-0.012,0.006,44.34,35.3478923,-117.8094385,627.813,3,,
3263.219,7.519755199999963,-9.854,0.421,0.345,0.007,-0.012,0.005,44.35,35.3478925,-117.8094385,627.858,3,,
3264.205,8.700857599999836,-9.858,0.412,0.349,0.006,-0.013,0.006,44.33,35.3478927,-117.8094385,627.882,3,,
3265.192,8.700857599999836,-9.858,0.426,0.373,0.006,-0.012,0.005,44.36,35.3478927,-117.8094386,627.93,3,,
3266.178,6.962012399999821,-9.858,0.412,0.354,0.006,-0.012,0.006,44.38,35.3478925,-117.809439,627.986,3,,
3267.266,9.291408800000227,-9.854,0.392,0.354,0.006,-0.013,0.006,44.4,35.3478926,-117.8094395,628.021,3,,
3268.253,9.291408800000227,-9.858,0.412,0.345,0.006,-0.013,0.006,44.42,35.3478925,-117.8094401,628.09,3,,
3269.242,8.1103063999999,-9.858,0.412,0.345,0.006,-0.013,0.006,44.43,35.3478924,-117.8094407,628.181,3,,
3270.231,8.405581999999868,-9.854,0.416,0.354,0.006,-0.012,0.006,44.44,35.3478922,-117.8094415,628.221,3,,
3271.218,8.700857599999836,-9.854,0.416,0.359,0.005,-0.015,0.006,44.44,35.347892,-117.8094426,628.388,3,,
3272.207,8.1103063999999,-9.858,0.426,0.335,0.006,-0.012,0.005,44.45,35.347892,-117.8094434,628.512,3,,
3273.194,9.291408800000227,-9.858,0.407,0.354,0.006,-0.012,0.005,44.47,35.3478918,-117.809444,628.654,3,,
3274.281,8.405581999999868,-9.854,0.407,0.354,0.007,-0.013,0.006,44.5,35.3478919,-117.8094444,628.754,3,,
3275.267,7.815030799999931,-9.854,0.412,0.345,0.006,-0.013,0.005,44.52,35.3478921,-117.8094447,628.823,3,,
3276.26,8.700857599999836,-9.858,0.407,0.354,0.007,-0.013,0.005,44.54,35.3478922,-117.8094449,628.922,3,,
3277.248,8.405581999999868,-9.858,0.407,0.345,0.007,-0.012,0.005,44.55,35.3478924,-117.809445,628.956,3,,
3278.235,8.996133200000259,-9.858,0.407,0.354,0.006,-0.013,0.005,44.56,35.3478926,-117.8094449,628.977,3,,
3279.224,9.849151599999914,-9.849,0.416,0.349,0.006,-0.012,0.006,44.57,35.3478925,-117.8094454,629.041,3,,
3280.213,8.1103063999999,-9.849,0.421,0.34,0.006,-0.013,0.006,44.58,35.3478927,-117.8094455,629.108,3,,
3281.203,8.405581999999868,-9.854,0.407,0.345,0.005,-0.013,0.005,44.59,35.3478932,-117.8094451,629.087,3,,
3282.29,7.519755199999963,-9.858,0.431,0.345,0.006,-0.013,0.006,44.61,35.3478937,-117.8094445,629.065,3,,
3283.278,8.1103063999999,-9.858,0.426,0.335,0.005,-0.013,0.006,44.62,35.3478938,-117.8094444,628.984,3,,
3284.265,8.405581999999868,-9.849,0.412,0.345,0.007,-0.012,0.005,44.64,35.3478936,-117.8094444,628.844,3,,
3285.251,8.700857599999836,-9.849,0.421,0.34,0.006,-0.012,0.006,44.65,35.3478936,-117.8094443,628.68,3,,
3286.238,8.996133200000259,-9.849,0.407,0.34,0.005,-0.013,0.006,44.67,35.3478936,-117.8094442,628.576,3,,
3287.225,8.700857599999836,-9.854,0.412,0.354,0.006,-0.012,0.006,44.68,35.3478936,-117.8094439,628.504,3,,
3288.215,7.815030799999931,-9.863,0.412,0.335,0.007,-0.012,0.006,44.7,35.347894,-117.8094436,628.473,3,,
3289.21,8.405581999999868,-9.854,0.416,0.354,0.006,-0.012,0.005,44.71,35.347894,-117.8094438,628.529,3,,
3290.196,8.405581999999868,-9.858,0.431,0.345,0.005,-0.012,0.007,44.72,35.3478943,-117.8094437,628.535,3,,
3291.283,8.405581999999868,-9.849,0.407,0.354,0.005,-0.015,0.006,44.74,35.3478949,-117.8094434,628.549,3,,
3292.289,10.144427200000337,-9.844,0.431,0.34,0.006,-0.012,0.005,44.74,35.3478952,-117.8094432,628.495,3,,
3293.277,9.291408800000227,-9.849,0.431,0.349,0.006,-0.012,0.005,44.76,35.3478949,-117.8094432,628.413,3,,
3294.169,8.700857599999836,-9.858,0.412,0.354,0.006,-0.012,0.006,44.77,35.3478958,-117.8094422,628.344,3,,
3295.256,9.291408800000227,-9.858,0.412,0.359,0.006,-0.012,0.005,44.78,35.3478964,-117.8094416,628.33,3,,
3296.243,9.291408800000227,-9.858,0.421,0.34,0.005,-0.013,0.005,44.8,35.3478968,-117.8094414,628.341,3,,
3297.233,8.700857599999836,-9.854,0.412,0.359,0.007,-0.012,0.006,44.82,35.3478957,-117.8094415,628.264,3,,
3298.217,9.291408800000227,-9.854,0.416,0.354,0.006,-0.013,0.005,44.84,35.3478951,-117.8094413,628.088,3,,
3299.331,9.553875999999946,-9.849,0.435,0.349,0.005,-0.012,0.005,44.85,35.3478947,-117.8094411,627.974,3,,
3300.225,9.849151599999914,-9.854,0.412,0.345,0.007,-0.013,0.005,44.86,35.3478943,-117.809441,627.781,3,,
3301.212,8.996133200000259,-9.854,0.412,0.349,0.006,-0.013,0.006,44.87,35.3478935,-117.8094408,627.676,3,,
3302.198,9.553875999999946,-9.849,0.431,0.34,0.007,-0.013,0.006,44.88,35.347893,-117.8094408,627.507,3,,
3303.186,9.553875999999946,-9.854,0.416,0.354,0.009,-0.013,0.005,44.88,35.3478927,-117.8094412,627.362,3,,
3304.177,9.291408800000227,-9.854,0.416,0.345,0.007,-0.011,0.006,44.89,35.3478926,-117.8094413,627.216,3,,
3305.266,10.144427200000337,-9.844,0.407,0.354,0.004,-0.013,0.006,44.89,35.3478926,-117.8094416,627.159,3,,
3306.251,8.996133200000259,-9.854,0.416,0.349,0.009,-0.013,0.006,44.91,35.3478928,-117.8094411,627.11,3,,
3307.24,9.291408800000227,-9.858,0.435,0.354,0.007,-0.013,0.006,44.91,35.347893,-117.8094407,627.117,3,,
3308.227,9.849151599999914,-9.858,0.416,0.354,0.009,-0.013,0.006,44.92,35.3478928,-117.8094409,627.232,3,,
3309.213,10.144427200000337,-9.849,0.416,0.354,0.007,-0.013,0.006,44.93,35.3478931,-117.8094405,627.332,3,,
