t,baro_alt,ax,ay,az,gx,gy,gz,altTemp,lat,lon,gps_alt,gps_fix,rssi,snr
359.291,-6.095730800000183,-9.863,0.407,0.316,0.007,-0.012,0.007,48.74,35.3479109,-117.8094455,621.375,3,,
360.175,-4.947436800000105,-9.873,0.407,0.33,0.006,-0.013,0.007,48.74,35.3479103,-117.809446,621.404,3,,
361.263,-5.505179600000247,-9.858,0.407,0.349,0.009,-0.013,0.006,48.74,35.3479097,-117.8094465,621.416,3,,
362.254,-5.80045519999976,-9.873,0.435,0.34,0.005,-0.013,0.007,48.74,35.3479087,-117.8094471,621.545,3,,
363.241,-6.095730800000183,-9.854,0.416,0.412,-0.007,-0.015,0.007,48.73,35.3479084,-117.8094473,621.588,3,,
364.225,-6.095730800000183,-9.835,-0.751,1.412,-0.066,-0.057,-0.007,48.73,35.3479083,-117.8094473,621.651,3,,
365.217,-6.095730800000183,-9.724,0.976,-0.167,-0.061,-0.006,0.009,48.74,35.347908,-117.8094479,621.669,3,,
366.209,-5.242712400000073,-9.868,0.412,0.325,-0.021,-0.012,0.006,48.74,35.3479077,-117.8094486,621.725,3,,
367.207,-6.391006400000151,-9.825,0.498,0.378,0.018,-0.016,0.006,48.74,35.3479076,-117.809449,621.792,3,,
368.197,-5.505179600000247,-9.892,0.541,0.368,0.009,-0.012,0.01,48.74,35.3479072,-117.8094495,621.861,3,,
369.285,-6.948749199999838,-9.868,0.345,0.593,0.005,-0.013,0.005,48.74,35.3479067,-117.8094498,621.977,3,,
370.271,-6.095730800000183,-9.811,-0.029,0.507,-0.006,-0.012,0.004,48.74,35.3479061,-117.8094503,622.104,3,,
371.254,-5.242712400000073,-9.858,0.603,0.177,-0.007,-0.012,0.007,48.74,35.3479056,-117.8094505,622.217,3,,
372.243,-6.391006400000151,-9.83,0.096,0.512,0.011,-0.032,0.011,48.74,35.3479049,-117.8094507,622.326,3,,
373.231,-4.947436800000105,-9.739,-0.105,0.613,0.065,-0.016,-0.004,48.74,35.3479046,-117.8094505,622.465,3,,
374.217,-5.505179600000247,-9.83,0.244,0.469,0.016,-0.009,0.002,48.74,35.3479046,-117.8094498,622.448,3,,
375.203,-4.652161199999682,-9.863,0.44,0.876,0.007,-0.016,0.005,48.74,35.3479048,-117.8094495,622.549,3,,
376.197,-5.242712400000073,-9.839,0.646,0.373,0.029,-0.012,0.005,48.72,35.3479051,-117.8094491,622.592,3,,
377.284,-4.061610000000201,-9.863,0.522,0.555,-0.004,-0.011,0.006,48.73,35.347905,-117.809449,622.675,3,,
378.269,-5.505179600000247,-9.849,0.493,0.488,-0.002,-0.013,0.006,48.73,35.3479047,-117.8094488,622.802,3,,
379.261,-4.652161199999682,-9.844,0.392,0.67,0.004,-0.015,0.005,48.74,35.3479045,-117.8094485,622.868,3,,
380.248,-6.391006400000151,-9.868,0.455,0.56,0.009,-0.012,0.006,48.73,35.3479042,-117.8094482,622.929,3,,
381.234,-5.242712400000073,-9.839,0.44,0.617,0.015,-0.013,0.005,48.73,35.3479044,-117.8094474,622.988,3,,
382.224,-5.505179600000247,-9.849,0.512,0.507,0.01,-0.013,0.005,48.73,35.3479047,-117.8094466,623.037,3,,
383.217,-5.80045519999976,-9.844,0.517,0.536,0.011,-0.013,0.006,48.74,35.347905,-117.8094459,623.086,3,,
384.205,-5.505179600000247,-9.849,0.579,0.498,0.006,-0.012,0.01,48.74,35.3479054,-117.8094454,623.173,3,,
385.194,-4.947436800000105,-9.854,0.512,0.517,0.007,-0.012,0.007,48.74,35.3479059,-117.8094448,623.201,3,,
386.183,-5.242712400000073,-9.854,0.45,0.579,0.009,-0.013,0.007,48.74,35.3479063,-117.8094444,623.223,3,,
387.27,-5.505179600000247,-9.858,0.502,0.569,0.009,-0.015,0.006,48.75,35.3479063,-117.8094442,623.249,3,,
388.258,-5.505179600000247,-9.854,0.522,0.522,0.007,-0.012,0.006,48.75,35.3479067,-117.8094439,623.246,3,,
389.248,-6.6862819999996645,-9.849,0.512,0.536,0.009,-0.012,0.007,48.74,35.3479069,-117.8094438,623.254,3,,
390.243,-6.095730800000183,-9.858,0.488,0.541,0.004,-0.013,0.006,48.73,35.3479074,-117.8094436,623.249,3,,
391.23,-5.80045519999976,-9.849,0.488,0.579,0.007,-0.013,0.006,48.72,35.3479077,-117.8094433,623.264,3,,
392.218,-5.242712400000073,-9.854,0.541,0.517,0.007,-0.012,0.007,48.73,35.3479081,-117.8094428,623.255,3,,
393.206,-6.6862819999996645,-9.83,0.541,0.55,0.005,-0.015,0.007,48.74,35.3479087,-117.8094424,623.186,3,,
394.191,-5.80045519999976,-9.897,0.67,1.488,0.032,0.009,0.006,48.74,35.347909,-117.8094423,623.143,3,,
395.278,-5.505179600000247,-9.901,0.971,0.172,0.016,-0.024,0.005,48.74,35.3479094,-117.8094419,623.078,3,,
396.263,-6.095730800000183,-9.82,0.598,0.55,0.081,-0.016,0.009,48.73,35.3479097,-117.8094418,623.064,3,,
397.251,-5.505179600000247,-9.868,0.44,0.483,0.015,-0.015,0.005,48.74,35.3479099,-117.8094418,623.045,3,,
398.234,-5.505179600000247,-9.863,0.469,0.445,-0.004,-0.013,0.006,48.74,35.3479101,-117.8094418,623.079,3,,
399.224,-6.391006400000151,-9.854,0.479,0.469,0.009,-0.015,0.006,48.75,35.3479103,-117.8094419,623.108,3,,
400.216,-6.095730800000183,-9.854,0.464,0.488,0.002,-0.015,0.006,48.75,35.3479107,-117.8094422,623.177,3,,
401.206,-6.391006400000151,-9.897,0.469,0.34,0.004,-0.011,0.006,48.75,35.3479105,-117.809443,623.308,3,,
402.192,-5.242712400000073,-9.863,0.502,0.445,0.01,-0.011,0.005,48.75,35.3479106,-117.8094436,623.381,3,,
403.179,-5.505179600000247,-9.849,0.479,0.459,0.006,-0.012,0.005,48.75,35.3479108,-117.809444,623.459,3,,
404.171,-5.505179600000247,-9.854,0.474,0.469,0.005,-0.013,0.005,48.75,35.3479111,-117.8094442,623.532,3,,
405.258,-6.095730800000183,-9.863,0.459,0.469,0.007,-0.012,0.009,48.75,35.347911,-117.8094443,623.684,3,,
406.245,-5.80045519999976,-9.863,0.455,0.488,0.004,-0.012,0.007,48.75,35.3479111,-117.8094444,623.834,3,,
407.236,-6.391006400000151,-9.854,0.488,0.459,0.009,-0.013,0.007,48.75,35.3479113,-117.8094443,623.9,3,,
408.223,-5.505179600000247,-9.868,0.435,0.459,0.005,-0.012,0.006,48.75,35.3479115,-117.8094442,623.955,3,,
409.208,-5.80045519999976,-9.863,0.455,0.479,0.01,-0.015,0.007,48.75,35.3479115,-117.8094442,624.085,3,,
410.194,-6.095730800000183,-9.863,0.464,0.474,0.007,-0.013,0.006,48.75,35.3479114,-117.8094442,624.165,3,,
411.285,-5.80045519999976,-9.858,0.479,0.445,0.006,-0.013,0.006,48.76,35.3479111,-117.8094445,624.255,3,,
412.271,-5.505179600000247,-9.854,0.455,0.459,0.011,-0.013,0.006,48.76,35.3479108,-117.8094445,624.341,3,,
413.261,-5.80045519999976,-9.844,0.517,0.469,0.006,-0.013,0.007,48.77,35.3479104,-117.8094445,624.451,3,,
414.249,-6.6862819999996645,-9.849,0.474,0.464,0.011,-0.013,0.006,48.77,35.34791,-117.8094448,624.524,3,,
415.25,-5.80045519999976,-9.849,0.493,0.45,0.002,-0.012,0.006,48.77,35.3479097,-117.8094449,624.569,3,,
416.24,-4.652161199999682,-9.854,0.507,0.445,0.01,-0.013,0.007,48.77,35.3479099,-117.8094447,624.591,3,,
417.227,-4.652161199999682,-9.849,0.445,0.507,0.002,-0.013,0.006,48.78,35.3479103,-117.8094443,624.549,3,,
418.217,-5.505179600000247,-9.858,0.498,0.44,0.009,-0.015,0.007,48.78,35.3479106,-117.809444,624.503,3,,
419.207,-5.80045519999976,-9.858,0.498,0.435,0.01,-0.013,0.007,48.77,35.347911,-117.8094435,624.431,3,,
420.297,-6.391006400000151,-9.945,0.641,0.522,0.004,-0.013,0.01,48.76,35.3479113,-117.8094433,624.437,3,,
421.283,-6.095730800000183,-9.839,0.507,0.488,0.006,-0.015,0.006,48.76,35.3479114,-117.8094431,624.457,3,,
422.271,-5.242712400000073,-9.854,0.474,0.474,0.007,-0.012,0.006,48.77,35.3479118,-117.8094427,624.421,3,,
